Category,Team/All_Teams,Place,Player,Record,Team,Year
All-Purpose Yards,27,44,1224,5,27,2018
All-Purpose Yards,27,45,775,4,27,2017
All-Purpose Yards,27,46,647,2,27,2017
All-Purpose Yards,27,47,775,2,27,2018
Quarterback Rating,28,0,1034,1113,28,2018
Quarterback Rating,28,1,1034,837,28,2017
Pass Attempts,28,0,1034,591,28,2017
Pass Attempts,28,1,1034,435,28,2018
Pass Attempts,28,2,30,76,28,2018
Pass Attempts,28,3,30,7,28,2017
Pass Completions,28,0,1034,378,28,2017
Pass Completions,28,1,1034,303,28,2018
Pass Completions,28,2,30,50,28,2018
Pass Completions,28,3,30,4,28,2017
Completion Percentage,28,0,1034,697,28,2018
Completion Percentage,28,1,1034,640,28,2017
Passing Yards,28,0,1034,3897,28,2017
Passing Yards,28,1,1034,3607,28,2018
Passing Yards,28,2,30,566,28,2018
Passing Yards,28,3,30,22,28,2017
Yards per Pass Attempt,28,0,1034,829,28,2018
Yards per Pass Attempt,28,1,1034,659,28,2017
Passing Touchdowns,28,0,1034,28,28,2018
Passing Touchdowns,28,1,1034,19,28,2017
Passing Touchdowns,28,2,30,6,28,2018
Times Sacked,28,0,1034,22,28,2017
Times Sacked,28,1,1034,19,28,2018
Times Sacked,28,2,30,6,28,2018
Times Sacked,28,3,30,1,28,2017
300 Yards Passing,28,0,1034,6,28,2018
300 Yards Passing,28,1,1034,2,28,2017
Rushing Attempts,28,0,1261,264,28,2018
Rushing Attempts,28,1,1261,195,28,2017
Rushing Attempts,28,2,338,153,28,2017
Rushing Attempts,28,3,338,116,28,2018
Rushing Attempts,28,4,1034,75,28,2017
Rushing Attempts,28,5,1034,59,28,2018
Rushing Attempts,28,6,2564,13,28,2018
Rushing Attempts,28,7,216,11,28,2017
Rushing Attempts,28,8,976,11,28,2018
Rushing Attempts,28,9,2416,9,28,2017
Rushing Attempts,28,10,30,9,28,2018
Rushing Attempts,28,11,1523,4,28,2017
Rushing Attempts,28,12,133,2,28,2017
Rushing Attempts,28,13,976,2,28,2017
Rushing Attempts,28,14,2416,2,28,2018
Rushing Attempts,28,15,216,1,28,2018
Rushing Attempts,28,16,1523,1,28,2018
Rushing Attempts,28,17,1781,1,28,2018
Rushing Attempts,28,18,1786,1,28,2018
Rushing Yards,28,0,1261,1018,28,2018
Rushing Yards,28,1,1261,752,28,2017
Rushing Yards,28,2,338,651,28,2017
Rushing Yards,28,3,1034,571,28,2017
Rushing Yards,28,4,338,510,28,2018
Rushing Yards,28,5,1034,473,28,2018
Rushing Yards,28,6,2564,95,28,2018
Rushing Yards,28,7,2416,67,28,2017
Rushing Yards,28,8,1781,48,28,2018
Rushing Yards,28,9,30,35,28,2018
Rushing Yards,28,10,216,30,28,2017
Rushing Yards,28,11,976,21,28,2018
Rushing Yards,28,12,1786,15,28,2018
Rushing Yards,28,13,1523,2,28,2017
Rushing Yards,28,14,216,2,28,2018
Yards per Carry,28,0,338,440,28,2018
Yards per Carry,28,1,338,425,28,2017
Yards per Carry,28,2,1261,386,28,2017
Yards per Carry,28,3,1261,386,28,2018
Rushing Touchdowns,28,0,1261,7,28,2018
Rushing Touchdowns,28,1,338,6,28,2017
Rushing Touchdowns,28,2,1261,6,28,2017
Rushing Touchdowns,28,3,1034,5,28,2018
Rushing Touchdowns,28,4,1034,2,28,2017
Rushing Touchdowns,28,5,338,1,28,2018
Rushing Touchdowns,28,6,2564,1,28,2018
100 Yards Rushing,28,0,1261,2,28,2017
100 Yards Rushing,28,1,1261,1,28,2018
Receptions,28,0,1523,90,28,2018
Receptions,28,1,1523,79,28,2017
Receptions,28,2,216,74,28,2017
Receptions,28,3,216,67,28,2018
Receptions,28,4,61,63,28,2017
Receptions,28,5,468,43,28,2017
Receptions,28,6,1261,34,28,2018
Receptions,28,7,2564,34,28,2018
Receptions,28,8,1767,33,28,2018
Receptions,28,9,976,30,28,2018
Receptions,28,10,1767,24,28,2017
Receptions,28,11,338,24,28,2018
Receptions,28,12,338,22,28,2017
Receptions,28,13,1261,22,28,2017
Receptions,28,14,871,16,28,2017
Receptions,28,15,133,15,28,2017
Receptions,28,16,61,15,28,2018
Receptions,28,17,3364,15,28,2018
Receptions,28,18,1781,11,28,2017
Receptions,28,19,976,10,28,2017
Receptions,28,20,1781,8,28,2018
Receptions,28,21,2416,3,28,2017
Receptions,28,22,1786,2,28,2018
Receptions,28,23,1390,1,28,2018
Receiving Yards,28,0,1523,1192,28,2018
Receiving Yards,28,1,216,944,28,2017
Receiving Yards,28,2,1523,878,28,2017
Receiving Yards,28,3,216,822,28,2018
Receiving Yards,28,4,61,539,28,2017
Receiving Yards,28,5,468,512,28,2017
Receiving Yards,28,6,2564,481,28,2018
Receiving Yards,28,7,1261,371,28,2018
Receiving Yards,28,8,1767,367,28,2018
Receiving Yards,28,9,976,257,28,2018
Receiving Yards,28,10,61,216,28,2018
Receiving Yards,28,11,133,194,28,2017
Receiving Yards,28,12,1781,187,28,2017
Receiving Yards,28,13,338,185,28,2018
Receiving Yards,28,14,338,181,28,2017
Receiving Yards,28,15,1767,179,28,2017
Receiving Yards,28,16,3364,164,28,2018
Receiving Yards,28,17,1261,139,28,2017
Receiving Yards,28,18,871,95,28,2017
Receiving Yards,28,19,1781,94,28,2018
Receiving Yards,28,20,976,50,28,2017
Receiving Yards,28,21,2416,21,28,2017
Receiving Yards,28,22,1786,17,28,2018
Receiving Yards,28,23,1390,7,28,2018
Yards per Reception,28,0,2564,1415,28,2018
Yards per Reception,28,1,1523,1324,28,2018
Yards per Reception,28,2,216,1276,28,2017
Yards per Reception,28,3,216,1227,28,2018
Yards per Reception,28,4,468,1191,28,2017
Yards per Reception,28,5,1767,1112,28,2018
Yards per Reception,28,6,1523,1111,28,2017
Yards per Reception,28,7,1261,1091,28,2018
Yards per Reception,28,8,61,856,28,2017
Receiving Touchdowns,28,0,1523,14,28,2018
Receiving Touchdowns,28,1,2564,6,28,2018
Receiving Touchdowns,28,2,61,5,28,2017
Receiving Touchdowns,28,3,216,5,28,2017
Receiving Touchdowns,28,4,216,4,28,2018
Receiving Touchdowns,28,5,1261,4,28,2018
Receiving Touchdowns,28,6,338,3,28,2017
Receiving Touchdowns,28,7,1767,3,28,2017
Receiving Touchdowns,28,8,468,2,28,2017
Receiving Touchdowns,28,9,61,2,28,2018
Receiving Touchdowns,28,10,1523,1,28,2017
Receiving Touchdowns,28,11,338,1,28,2018
Receiving Touchdowns,28,12,976,1,28,2018
Receiving Touchdowns,28,13,1781,1,28,2018
Receiving Touchdowns,28,14,3364,1,28,2018
Targeted Passes,28,0,1523,123,28,2018
Targeted Passes,28,1,61,110,28,2017
Targeted Passes,28,2,216,109,28,2017
Targeted Passes,28,3,1523,107,28,2017
Targeted Passes,28,4,216,100,28,2018
Targeted Passes,28,5,468,78,28,2017
Targeted Passes,28,6,2564,53,28,2018
Targeted Passes,28,7,1767,51,28,2018
Targeted Passes,28,8,1261,43,28,2018
Targeted Passes,28,9,976,42,28,2018
Targeted Passes,28,10,1767,39,28,2017
Targeted Passes,28,11,338,33,28,2018
Targeted Passes,28,12,338,30,28,2017
Targeted Passes,28,13,1261,29,28,2017
Targeted Passes,28,14,133,24,28,2017
Targeted Passes,28,15,3364,22,28,2018
Targeted Passes,28,16,1781,21,28,2017
Targeted Passes,28,17,871,20,28,2017
Targeted Passes,28,18,976,19,28,2017
Targeted Passes,28,19,61,19,28,2018
Targeted Passes,28,20,1781,16,28,2018
Targeted Passes,28,21,2416,8,28,2017
Targeted Passes,28,22,1786,8,28,2018
Targeted Passes,28,23,1390,1,28,2018
Passes Dropped,28,0,61,8,28,2017
Passes Dropped,28,1,2564,8,28,2018
Passes Dropped,28,2,216,5,28,2017
Passes Dropped,28,3,468,4,28,2017
Passes Dropped,28,4,1523,3,28,2017
Passes Dropped,28,5,1523,3,28,2018
Passes Dropped,28,6,1261,2,28,2017
Passes Dropped,28,7,1781,2,28,2017
Passes Dropped,28,8,976,2,28,2018
Passes Dropped,28,9,1767,2,28,2018
Passes Dropped,28,10,3364,2,28,2018
Passes Dropped,28,11,338,1,28,2017
Passes Dropped,28,12,871,1,28,2017
Passes Dropped,28,13,1767,1,28,2017
Passes Dropped,28,14,2416,1,28,2017
Passes Dropped,28,15,216,1,28,2018
Passes Dropped,28,16,338,1,28,2018
Passes Dropped,28,17,1781,1,28,2018
Passes Dropped,28,18,1786,1,28,2018
100 Yards Receiving,28,0,1523,5,28,2018
100 Yards Receiving,28,1,216,2,28,2017
100 Yards Receiving,28,2,1523,1,28,2017
100 Yards Receiving,28,3,216,1,28,2018
Interceptions,28,0,353,4,28,2017
Interceptions,28,1,668,3,28,2018
Interceptions,28,2,168,2,28,2017
Interceptions,28,3,641,2,28,2018
Interceptions,28,4,175,1,28,2017
Interceptions,28,5,554,1,28,2017
Interceptions,28,6,668,1,28,2017
Interceptions,28,7,1619,1,28,2017
Interceptions,28,8,251,1,28,2018
Interceptions,28,9,898,1,28,2018
Interceptions,28,10,1215,1,28,2018
Interceptions,28,11,1619,1,28,2018
Interceptions,28,12,3903,1,28,2018
Pass Defense Percentage,28,0,353,844,28,2017
Pass Defense Percentage,28,1,668,797,28,2017
Pass Defense Percentage,28,2,1394,797,28,2018
Pass Defense Percentage,28,3,1619,793,28,2017
Pass Defense Percentage,28,4,641,787,28,2018
Pass Defense Percentage,28,5,1619,778,28,2018
Pass Defense Percentage,28,6,1182,776,28,2018
Pass Defense Percentage,28,7,168,771,28,2017
Pass Defense Percentage,28,8,554,757,28,2017
Pass Defense Percentage,28,9,3903,751,28,2018
Pass Defense Percentage,28,10,554,746,28,2018
Pass Defense Percentage,28,11,668,745,28,2018
Pass Defense Percentage,28,12,1182,729,28,2017
Tackles,28,0,898,112,28,2018
Tackles,28,1,554,91,28,2018
Tackles,28,2,353,76,28,2017
Tackles,28,3,898,72,28,2017
Tackles,28,4,554,71,28,2017
Tackles,28,5,251,68,28,2017
Tackles,28,6,251,66,28,2018
Tackles,28,7,668,65,28,2018
Tackles,28,8,641,63,28,2018
Tackles,28,9,1215,56,28,2018
Tackles,28,10,175,53,28,2017
Tackles,28,11,168,46,28,2017
Tackles,28,12,1619,42,28,2017
Tackles,28,13,535,42,28,2018
Tackles,28,14,535,39,28,2017
Tackles,28,15,280,39,28,2018
Tackles,28,16,3903,37,28,2018
Tackles,28,17,1394,34,28,2017
Tackles,28,18,1182,31,28,2017
Tackles,28,19,1215,31,28,2017
Tackles,28,20,798,30,28,2017
Tackles,28,21,1182,30,28,2018
Tackles,28,22,1285,30,28,2018
Tackles,28,23,1394,27,28,2018
Tackles,28,24,668,26,28,2017
Tackles,28,25,1619,25,28,2018
Tackles,28,26,329,20,28,2017
Tackles,28,27,1285,20,28,2017
Tackles,28,28,641,17,28,2017
Tackles,28,29,686,17,28,2017
Tackles,28,30,299,14,28,2018
Tackles,28,31,798,14,28,2018
Tackles,28,32,686,12,28,2018
Tackles,28,33,296,11,28,2017
Tackles,28,34,754,11,28,2018
Tackles,28,35,2286,8,28,2018
Tackles,28,36,1723,7,28,2017
Tackles,28,37,134,5,28,2017
Tackles,28,38,1484,5,28,2018
Tackles,28,39,468,4,28,2017
Tackles,28,40,2923,3,28,2017
Tackles,28,41,3016,3,28,2017
Tackles,28,42,168,3,28,2018
Tackles,28,43,3665,3,28,2018
Tackles,28,44,61,2,28,2017
Tackles,28,45,338,2,28,2017
Tackles,28,46,1781,2,28,2017
Tackles,28,47,216,1,28,2017
Tackles,28,48,976,1,28,2017
Tackles,28,49,1034,1,28,2017
Tackles,28,50,1261,1,28,2017
Tackles,28,51,1523,1,28,2017
Tackles,28,52,1660,1,28,2017
Tackles,28,53,1767,1,28,2017
Tackles,28,54,61,1,28,2018
Tackles,28,55,216,1,28,2018
Tackles,28,56,338,1,28,2018
Tackles,28,57,1767,1,28,2018
Tackles,28,58,2564,1,28,2018
Tackles,28,59,3750,1,28,2018
Assists,28,0,554,40,28,2018
Assists,28,1,898,34,28,2018
Assists,28,2,898,30,28,2017
Assists,28,3,554,27,28,2017
Assists,28,4,251,24,28,2017
Assists,28,5,1215,22,28,2018
Assists,28,6,353,21,28,2017
Assists,28,7,668,21,28,2018
Assists,28,8,175,20,28,2017
Assists,28,9,641,19,28,2018
Assists,28,10,251,18,28,2018
Assists,28,11,535,13,28,2017
Assists,28,12,1285,13,28,2018
Assists,28,13,1619,12,28,2017
Assists,28,14,1215,10,28,2017
Assists,28,15,798,9,28,2018
Assists,28,16,1182,9,28,2018
Assists,28,17,1394,9,28,2018
Assists,28,18,2286,9,28,2018
Assists,28,19,1285,8,28,2017
Assists,28,20,299,8,28,2018
Assists,28,21,535,8,28,2018
Assists,28,22,754,8,28,2018
Assists,28,23,168,7,28,2017
Assists,28,24,296,7,28,2017
Assists,28,25,641,7,28,2017
Assists,28,26,329,6,28,2017
Assists,28,27,686,6,28,2017
Assists,28,28,798,6,28,2017
Assists,28,29,1394,6,28,2017
Assists,28,30,3903,6,28,2018
Assists,28,31,1182,5,28,2017
Assists,28,32,134,4,28,2017
Assists,28,33,668,4,28,2017
Assists,28,34,686,4,28,2018
Assists,28,35,1619,4,28,2018
Assists,28,36,168,3,28,2018
Assists,28,37,3665,3,28,2018
Assists,28,38,3016,2,28,2017
Assists,28,39,280,2,28,2018
Assists,28,40,3750,1,28,2018
Sacks,28,0,1215,70,28,2018
Sacks,28,1,280,55,28,2018
Sacks,28,2,686,50,28,2017
Sacks,28,3,251,50,28,2018
Sacks,28,4,1285,50,28,2018
Sacks,28,5,798,45,28,2018
Sacks,28,6,898,45,28,2018
Sacks,28,7,251,40,28,2017
Sacks,28,8,175,35,28,2017
Sacks,28,9,296,35,28,2017
Sacks,28,10,329,35,28,2017
Sacks,28,11,353,35,28,2017
Sacks,28,12,299,35,28,2018
Sacks,28,13,798,30,28,2017
Sacks,28,14,1215,30,28,2017
Sacks,28,15,1285,25,28,2017
Sacks,28,16,754,20,28,2018
Sacks,28,17,134,15,28,2017
Sacks,28,18,641,15,28,2017
Sacks,28,19,686,15,28,2018
Sacks,28,20,535,10,28,2017
Sacks,28,21,554,10,28,2017
Sacks,28,22,1619,10,28,2017
Sacks,28,23,1394,5,28,2017
Sacks,28,24,641,5,28,2018
Sacks,28,25,3665,5,28,2018
Sacks,28,26,3750,5,28,2018
Hurries,28,0,280,17,28,2018
Hurries,28,1,1285,17,28,2018
Hurries,28,2,251,10,28,2017
Hurries,28,3,686,8,28,2017
Hurries,28,4,686,8,28,2018
Hurries,28,5,798,8,28,2018
Hurries,28,6,1285,7,28,2017
Hurries,28,7,299,7,28,2018
Hurries,28,8,251,6,28,2018
Hurries,28,9,296,5,28,2017
Hurries,28,10,353,4,28,2017
Hurries,28,11,798,3,28,2017
Hurries,28,12,2923,3,28,2017
Hurries,28,13,329,2,28,2017
Hurries,28,14,898,2,28,2017
Hurries,28,15,1215,2,28,2017
Hurries,28,16,1215,2,28,2018
Hurries,28,17,168,1,28,2017
Hurries,28,18,175,1,28,2017
Hurries,28,19,554,1,28,2017
Hurries,28,20,3016,1,28,2017
Hurries,28,21,535,1,28,2018
Hurries,28,22,1619,1,28,2018
Hurries,28,23,2286,1,28,2018
Hurries,28,24,3665,1,28,2018
Hurries,28,25,3903,1,28,2018
Blocked Passes,28,0,798,6,28,2017
Blocked Passes,28,1,353,4,28,2017
Blocked Passes,28,2,299,4,28,2018
Blocked Passes,28,3,251,3,28,2017
Blocked Passes,28,4,280,3,28,2018
Blocked Passes,28,5,296,2,28,2017
Blocked Passes,28,6,686,2,28,2017
Blocked Passes,28,7,898,2,28,2017
Blocked Passes,28,8,1285,2,28,2018
Blocked Passes,28,9,134,1,28,2017
Blocked Passes,28,10,175,1,28,2017
Blocked Passes,28,11,535,1,28,2017
Blocked Passes,28,12,668,1,28,2017
Blocked Passes,28,13,1285,1,28,2017
Blocked Passes,28,14,2923,1,28,2017
Blocked Passes,28,15,554,1,28,2018
Blocked Passes,28,16,798,1,28,2018
Blocked Passes,28,17,1215,1,28,2018
Blocked Passes,28,18,3750,1,28,2018
Field Goals,28,0,183,30,28,2017
Field Goals,28,1,3628,27,28,2018
Key Run Blocks,28,0,447,41,28,2018
Key Run Blocks,28,1,809,37,28,2018
Key Run Blocks,28,2,1197,35,28,2017
Key Run Blocks,28,3,447,30,28,2017
Key Run Blocks,28,4,1197,28,28,2018
Key Run Blocks,28,5,809,26,28,2017
Key Run Blocks,28,6,596,21,28,2017
Key Run Blocks,28,7,2653,14,28,2018
Key Run Blocks,28,8,3526,13,28,2018
Key Run Blocks,28,9,1110,10,28,2017
Key Run Blocks,28,10,976,5,28,2018
Key Run Blocks,28,11,795,3,28,2018
Key Run Blocks,28,12,61,2,28,2017
Key Run Blocks,28,13,218,2,28,2017
Key Run Blocks,28,14,643,2,28,2017
Key Run Blocks,28,15,1660,2,28,2017
Key Run Blocks,28,16,2763,2,28,2017
Key Run Blocks,28,17,61,1,28,2018
Key Run Blocks,28,18,631,1,28,2018
Key Run Blocks,28,19,2763,1,28,2018
Key Run Blocks,28,20,3364,1,28,2018
Key Run Opportunities,28,0,447,104,28,2018
Key Run Opportunities,28,1,809,97,28,2018
Key Run Opportunities,28,2,1197,95,28,2017
Key Run Opportunities,28,3,447,91,28,2017
Key Run Opportunities,28,4,1197,70,28,2018
Key Run Opportunities,28,5,809,61,28,2017
Key Run Opportunities,28,6,596,60,28,2017
Key Run Opportunities,28,7,2653,38,28,2018
Key Run Opportunities,28,8,3526,38,28,2018
Key Run Opportunities,28,9,1110,36,28,2017
Key Run Opportunities,28,10,976,13,28,2018
Key Run Opportunities,28,11,795,10,28,2018
Key Run Opportunities,28,12,61,9,28,2017
Key Run Opportunities,28,13,631,5,28,2018
Key Run Opportunities,28,14,1767,5,28,2018
Key Run Opportunities,28,15,218,4,28,2017
Key Run Opportunities,28,16,643,4,28,2017
Key Run Opportunities,28,17,1767,4,28,2017
Key Run Opportunities,28,18,2763,4,28,2017
Key Run Opportunities,28,19,61,4,28,2018
Key Run Opportunities,28,20,871,3,28,2017
Key Run Opportunities,28,21,1660,3,28,2017
Key Run Opportunities,28,22,2763,3,28,2018
Key Run Opportunities,28,23,3364,3,28,2018
Key Run Opportunities,28,24,2663,2,28,2018
Key Run Opportunities,28,25,976,1,28,2017
Pancake Blocks,28,0,809,8,28,2018
Pancake Blocks,28,1,809,5,28,2017
Pancake Blocks,28,2,1197,4,28,2018
Pancake Blocks,28,3,447,3,28,2018
Pancake Blocks,28,4,1197,2,28,2017
Pancake Blocks,28,5,447,1,28,2017
Pancake Blocks,28,6,61,1,28,2018
Passes Defensed,28,0,353,11,28,2017
Passes Defensed,28,1,898,10,28,2018
Passes Defensed,28,2,554,7,28,2017
Passes Defensed,28,3,1394,7,28,2018
Passes Defensed,28,4,1619,6,28,2017
Passes Defensed,28,5,641,6,28,2018
Passes Defensed,28,6,3903,6,28,2018
Passes Defensed,28,7,898,5,28,2017
Passes Defensed,28,8,554,5,28,2018
Passes Defensed,28,9,1182,5,28,2018
Passes Defensed,28,10,168,4,28,2017
Passes Defensed,28,11,668,4,28,2017
Passes Defensed,28,12,1619,4,28,2018
Passes Defensed,28,13,1182,3,28,2017
Passes Defensed,28,14,1723,3,28,2017
Passes Defensed,28,15,668,3,28,2018
Passes Defensed,28,16,1215,3,28,2018
Passes Defensed,28,17,134,2,28,2017
Passes Defensed,28,18,175,2,28,2017
Passes Defensed,28,19,1394,2,28,2017
Passes Defensed,28,20,168,2,28,2018
Passes Defensed,28,21,251,2,28,2018
Passes Defensed,28,22,535,2,28,2018
Passes Defensed,28,23,1285,2,28,2018
Passes Defensed,28,24,2286,2,28,2018
Passes Defensed,28,25,251,1,28,2017
Passes Defensed,28,26,686,1,28,2017
Passes Defensed,28,27,798,1,28,2017
Passes Defensed,28,28,1285,1,28,2017
Passes Defensed,28,29,299,1,28,2018
Passes Defensed,28,30,798,1,28,2018
Punt Return Yards,28,0,468,328,28,2017
Punt Return Yards,28,1,1781,199,28,2018
Punt Return Yards,28,2,3955,96,28,2018
Punt Return Yards,28,3,2414,59,28,2017
Kickoff Return Yards,28,0,1261,647,28,2018
Kickoff Return Yards,28,1,468,551,28,2017
Kickoff Return Yards,28,2,1781,173,28,2018
Kickoff Return Yards,28,3,1261,99,28,2017
Kickoff Return Yards,28,4,1781,23,28,2017
Points Scored,28,0,3628,132,28,2018
Points Scored,28,1,183,123,28,2017
Points Scored,28,2,1523,84,28,2018
Points Scored,28,3,1261,66,28,2018
Points Scored,28,4,338,54,28,2017
Points Scored,28,5,2564,42,28,2018
Points Scored,28,6,1261,36,28,2017
Points Scored,28,7,61,30,28,2017
Points Scored,28,8,216,30,28,2017
Points Scored,28,9,1034,30,28,2018
Points Scored,28,10,216,24,28,2018
Points Scored,28,11,1767,18,28,2017
Points Scored,28,12,338,18,28,2018
Points Scored,28,13,468,12,28,2017
Points Scored,28,14,1034,12,28,2017
Points Scored,28,15,61,12,28,2018
Points Scored,28,16,175,6,28,2017
Points Scored,28,17,353,6,28,2017
Points Scored,28,18,554,6,28,2017
Points Scored,28,19,976,6,28,2017
Points Scored,28,20,1215,6,28,2017
Points Scored,28,21,1523,6,28,2017
Points Scored,28,22,251,6,28,2018
Points Scored,28,23,280,6,28,2018
Points Scored,28,24,976,6,28,2018
Points Scored,28,25,1781,6,28,2018
Points Scored,28,26,3364,6,28,2018
Points Scored,28,27,3903,6,28,2018
Yards from Scrimmage,28,0,1261,1389,28,2018
Yards from Scrimmage,28,1,1523,1186,28,2018
Yards from Scrimmage,28,2,216,974,28,2017
Yards from Scrimmage,28,3,1261,891,28,2017
Yards from Scrimmage,28,4,1523,880,28,2017
Yards from Scrimmage,28,5,338,832,28,2017
Yards from Scrimmage,28,6,216,824,28,2018
Yards from Scrimmage,28,7,338,695,28,2018
Yards from Scrimmage,28,8,2564,576,28,2018
Yards from Scrimmage,28,9,1034,571,28,2017
Yards from Scrimmage,28,10,61,539,28,2017
Yards from Scrimmage,28,11,468,512,28,2017
Yards from Scrimmage,28,12,1034,473,28,2018
Yards from Scrimmage,28,13,1767,367,28,2018
Yards from Scrimmage,28,14,976,278,28,2018
Yards from Scrimmage,28,15,61,216,28,2018
Yards from Scrimmage,28,16,133,191,28,2017
Yards from Scrimmage,28,17,1781,187,28,2017
Yards from Scrimmage,28,18,1767,179,28,2017
Yards from Scrimmage,28,19,3364,164,28,2018
Yards from Scrimmage,28,20,1781,142,28,2018
Yards from Scrimmage,28,21,871,95,28,2017
Yards from Scrimmage,28,22,2416,88,28,2017
Yards from Scrimmage,28,23,976,50,28,2017
Yards from Scrimmage,28,24,30,35,28,2018
Yards from Scrimmage,28,25,1786,32,28,2018
Yards from Scrimmage,28,26,1390,7,28,2018
All-Purpose Yards,28,0,1261,2036,28,2018
All-Purpose Yards,28,1,468,1391,28,2017
All-Purpose Yards,28,2,1523,1186,28,2018
All-Purpose Yards,28,3,1261,990,28,2017
All-Purpose Yards,28,4,216,974,28,2017
All-Purpose Yards,28,5,1523,880,28,2017
All-Purpose Yards,28,6,338,832,28,2017
All-Purpose Yards,28,7,216,824,28,2018
All-Purpose Yards,28,8,338,759,28,2018
All-Purpose Yards,28,9,2564,576,28,2018
All-Purpose Yards,28,10,1034,571,28,2017
All-Purpose Yards,28,11,61,541,28,2017
All-Purpose Yards,28,12,1781,514,28,2018
All-Purpose Yards,28,13,1034,473,28,2018
All-Purpose Yards,28,14,1767,367,28,2018
All-Purpose Yards,28,15,976,278,28,2018
All-Purpose Yards,28,16,61,216,28,2018
All-Purpose Yards,28,17,1781,209,28,2017
All-Purpose Yards,28,18,133,191,28,2017
All-Purpose Yards,28,19,1767,179,28,2017
All-Purpose Yards,28,20,3364,164,28,2018
All-Purpose Yards,28,21,353,110,28,2017
All-Purpose Yards,28,22,3955,96,28,2018
All-Purpose Yards,28,23,871,95,28,2017
All-Purpose Yards,28,24,3903,94,28,2018
All-Purpose Yards,28,25,2416,88,28,2017
All-Purpose Yards,28,26,2414,59,28,2017
All-Purpose Yards,28,27,554,55,28,2017
All-Purpose Yards,28,28,976,50,28,2017
All-Purpose Yards,28,29,668,50,28,2018
All-Purpose Yards,28,30,1215,40,28,2018
All-Purpose Yards,28,31,30,35,28,2018
All-Purpose Yards,28,32,1215,33,28,2017
All-Purpose Yards,28,33,1786,32,28,2018
All-Purpose Yards,28,34,168,31,28,2017
All-Purpose Yards,28,35,1619,24,28,2017
All-Purpose Yards,28,36,251,24,28,2018
All-Purpose Yards,28,37,280,24,28,2018
All-Purpose Yards,28,38,798,9,28,2018
All-Purpose Yards,28,39,329,8,28,2017
All-Purpose Yards,28,40,1285,8,28,2018
All-Purpose Yards,28,41,296,7,28,2017
All-Purpose Yards,28,42,686,7,28,2017
All-Purpose Yards,28,43,1390,7,28,2018
All-Purpose Yards,28,44,641,5,28,2018
Quarterback Rating,29,0,400,993,29,2018
Quarterback Rating,29,1,400,922,29,2017
Pass Attempts,29,0,400,600,29,2017
Pass Attempts,29,1,400,394,29,2018
Pass Attempts,29,2,242,173,29,2018
Pass Attempts,29,3,242,22,29,2017
Pass Completions,29,0,400,377,29,2017
Pass Completions,29,1,400,286,29,2018
Pass Completions,29,2,242,114,29,2018
Pass Completions,29,3,242,16,29,2017
Completion Percentage,29,0,400,726,29,2018
Completion Percentage,29,1,400,628,29,2017
Passing Yards,29,0,400,4259,29,2017
Passing Yards,29,1,400,2992,29,2018
Passing Yards,29,2,242,1488,29,2018
Passing Yards,29,3,242,257,29,2017
Yards per Pass Attempt,29,0,400,759,29,2018
Yards per Pass Attempt,29,1,400,710,29,2017
